Port_IDs,total_profit,total_investment,ROI (%),PnL,mean_return,std_return,Sharpe_Ratio,MDD,Win_Rate,Rank_Score
3672754654734989568,566.59765978,118936.913901,0.4763850357271092,566.59765978,1.1953537126160336,6.451799122657953,0.18527447769074104,-1.642160824392177,44.303797468354425,0.2901006711409396
3733192481840423936,2923.97719988,1164472.4986,0.25109886265200626,2923.97719988,4.243798548447025,70.41844733899562,0.06026543766319222,-3.6639236005282942,80.2612481857765,0.336908216941774
3768170840939476993,243.66889897,2775.560153,8.779089104108492,243.66889897,17.404921355,41.022498585130585,0.42427745640312503,-1.0,42.857142857142854,0.47960729185561396
3784403294629753856,2521.81430468,742106.0000249,0.3398186114376363,2521.81430468,0.4168288106909091,3.9107618567838616,0.10658506601925934,-1.8291925465838508,30.231404958677686,0.2794757845093415
3786761687746711808,205.02139999,61740.0093,0.3320721883823882,205.02139999,2.5002609754878047,11.620986242555336,0.21515049784088058,-5.33116644809133,45.1219512195122,0.291792127698168
3788465932399412480,13960.96645667,1668362.82802,0.8368063722229275,13960.96645667,4.549027845118931,29.749289912078247,0.15291214877945777,-1.3587379319096677,44.607363962202676,0.5791946308724834
3818233536529843712,6419.60790714,813423.5021475,0.789208559894292,6419.60790714,4.517669181660803,29.28185753007359,0.15428219254946457,-2.2284716975110164,33.919774806474315,0.5247505895156902
3819545518395756033,980.0631999599999,142075.8616,0.6898168266747994,980.0631999599999,14.412694117058821,67.12229094256563,0.21472291715119346,-1.0,38.23529411764706,0.29522038817340834
3826087012661391104,532.65697373,4373.7423342,12.17851745780603,532.65697373,4.932009016018519,7.3055823625850245,0.6751014185094157,-1.334096333216783,58.333333333333336,0.5613096317794304
3858510226868015873,-280.97295038999994,787392.77969,-0.035683963282038246,-280.97295038999994,-0.28210135581325296,20.80661580951278,-0.013558252740182585,-14.521671793783813,24.397590361445783,0.03701251587157627
3865845304835489536,1406.06618669,197878.2350777,0.710571420923522,1406.06618669,1.594179349988662,6.544928305477614,0.243574761339166,-1.025062274100137,51.13378684807256,0.39300290223109013
3878631538480067329,3921.23304116,955332.7919834,0.4104572850492225,3921.23304116,1.394960171170402,8.93825036177692,0.15606635691653245,-2.2899124654914313,50.337958022056206,0.47406584436785787
3879821005658659073,4268.00656095,207016.5657877,2.0616739267749873,4268.00656095,4.894502936869266,37.37970169828229,0.13094012831820387,-11.170536001954043,33.142201834862384,0.5745193179756937
3880920727367689984,-176.82699999000002,162140.697,-0.10905775247160807,-176.82699999000002,-1.2194965516551726,31.570472983098846,-0.038627756774756786,-4.588582546869362,33.793103448275865,0.03567476872846
3886752488982104320,7195.17832464,799961.5870758,0.8994404782536418,7195.17832464,5.760751260720577,25.982851666186072,0.2217135876666526,-1.139451858831749,74.5396317053643,0.6319653546163614
